V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,uid,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q8,Q9,Q10,Q11,Q57_4,Q59,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q17_1,Q17_2,Q17_3,Q17_4,Q18,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q77,Q78_1,Q78_2,Q78_3,Q78_4,Q79,Q80_1,Q80_2,Q80_3,Q80_4,Q81,Q82_1,Q82_2,Q82_3,Q82_4,Q83,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26_1,Q26_2,Q26_3,Q26_4,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q29,Q33,Q34_4,Q35_4,Q36_4,Q37_4,Q30,Q31_4,Q32_4,Q38,Q39_4,Q40_4,Q41_1,Q41_2,Q41_3,Q41_4,Q42,Q43,Q44,Q72,Q73,Q68_1,Q68_2,Q68_3,Q68_4,Q68_5,Q68_6,Q68_7,Q68_8,Q68_9,Q68_10,Q45_1,Q45_2,Q45_3,Q45_4,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q48,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q49_6,Q49_7,Q49_8,Q49_9,Q50,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q51_7,Q52_1,Q52_2,Q52_3,Q52_4,Q76,Q53_1,Q54,Q55,Q56,Q58,Q62,Q63,Q60,Q84_1,Q84_2,Q84_3,Q84_4,Q85,Q61_1,Q70_1,DO-BR-FL_4,DO-BL-Publicsectorattitudes,DO-BL-Specificfacilities(OUTCOME),LocationLatitude,LocationLongitude,LocationAccuracy
R_PThqlsLxPMO02Zz,Default Response Set,Anonymous,,,185.120.125.56,0,15/12/2015 11:03,15/12/2015 11:17,1,5343427,1,62.546,108.611,110.496,14,1,2,4,5,65.372,101.093,102.717,24,1,4,2,3,4,5,1,3.325,41.46,43.957,5,2,3.205,8.872,10.592,5,5,1.381,6.578,8.449,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.757,12.632,14.262,5,1,,3,4,4,5,1,3,4,1,4,7,78.164,136.065,137.719,36,2,2,3,1,1,,1,,,,,,,,,27.23,75.857,78.731,34,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,5.119,63.576,67.452,44,1,33,7,1,2,ראשון לציון,2,1,,14.415,27.555,29.105,9,1,8,1,Figures (CONTROL),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q34|Q35|Q36|Q37|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_09emD8ojvacdKWR,Default Response Set,Anonymous,,,79.179.232.48,0,15/12/2015 11:11,15/12/2015 11:17,1,5342037,1,6.377,40.678,42.258,3,1,2,2,4,6.638,30.34,53.447,5,1,2,3,3,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.132,3.132,5.615,1,1,4.316,4.316,6.798,1,3,2.159,2.159,3.022,1,1,8.781,56.261,57.569,9,1,,6,5,5,6,1,4,4,1,6,5,4.745,97.489,98.528,6,1,6,3,1,1,,,1,,,,,,,,4.26,23.531,24.321,7,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,8.323,32.549,50.21,8,1,34,7,4,1,נס ציונה,2,1,רמת שביעות רצון מהתשתיות בישראל,5.47,11.579,13.435,2,1,10,1,Figures (TREATMENT),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q35|Q36|Q34|Q37|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_1ifyA1wV3cJEcqw,Default Response Set,Anonymous,,,109.65.163.168,0,15/12/2015 11:14,15/12/2015 11:18,1,5343277,1,5.147,10.288,11.036,3,1,5,6,7,4.052,17.037,17.946,6,1,6,6,6,7,2,,,,,,,,,,,,,,,,,1,2.97,2.97,3.848,1,2,3.12,3.12,4.026,1,3,2.177,4.562,5.639,2,4,,,,,,,,,,,,,,,,,4.704,28.853,30.18,9,1,,8,9,8,8,1,8,8,1,10,10,3.848,28.837,29.812,7,3,1,2,1,1,,,,,,1,,,,,2.827,18.95,19.963,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,6.338,26.324,34.395,9,1,29,8,3,2,ראשון לציון,2,1,מונופולים,5.881,10.153,11.04,2,1,10,8,Figures (PLACEBO),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q34|Q37|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_3iQFyuCw7Jk6bLS,Default Response Set,Anonymous,,,85.250.26.158,0,15/12/2015 11:07,15/12/2015 11:19,1,5341572,1,92.146,106.914,108.609,3,1,3,3,4,5.482,97.66,99.047,5,1,2,3,1,4,2,1,21.094,21.094,23.371,1,2,6.495,6.495,8.391,1,3,4.226,4.226,8.882,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.421,50.756,52.846,12,1,,7,7,7,7,1,3,3,1,9,7,3.983,30.818,49.594,5,1,6,2,2,1,,,,,,,,,,,5.274,31.16,33.417,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,3.403,60.93,123.287,13,1,40,5,4,1,מודיעין,1,1,בעקבות הסערה האחרונה רוצים לבדוק מה דעתם של האזרחים על משק האנרגיה בכלל וחברת החשמל בפרט עקב הבעיות שנוצרו והטיפול הלקוי בנפגעי הסערה,6.405,18.507,19.13,4,1,8,2,Figures (CONTROL),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q37|Q36|Q34|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_27pciyGOpC4JwUO,Default Response Set,Anonymous,,,79.176.168.89,0,15/12/2015 11:20,15/12/2015 11:25,1,5335213,1,4.617,9.91,11.464,3,1,3,3,2,3.741,21.976,23.239,6,1,2,2,1,5,1,1,11.877,15.299,16.447,2,2,6.353,6.353,7.643,1,3,6.736,6.736,8.594,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.709,9.053,11.976,3,1,,4,3,7,2,1,6,6,1,3,3,8.621,8.621,11.687,1,2,1,1,1,1,,,,,,,,,,,4.025,27.312,28.544,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.062,30.947,42.755,8,1,59,8,4,1,הוד השרון,1,1,סקר תשתיות,6.046,13.324,14.969,3,1,5,3,Figures (CONTROL),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q34|Q37|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_3R4q0VoVAVLQCYA,Default Response Set,Anonymous,,,79.176.168.89,0,15/12/2015 11:27,15/12/2015 11:30,1,5330524,1,3.752,10.001,10.872,3,1,2,3,3,3.874,19.947,21.209,8,1,2,3,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.577,2.577,3.857,1,2,3.178,3.178,4.477,1,3,2.785,2.785,3.914,1,1,3.306,24.263,25.253,9,1,,4,4,4,3,1,5,5,1,3,3,3.556,15.036,19.654,5,1,6,1,1,1,,,,,,,,,,,2.853,13.39,14.997,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,2.413,29.97,44.688,12,1,59,8,4,1,הוד השרון,1,1,איכות שירותי תשתיות,4.292,6.135,7.316,2,1,5,3,Figures (TREATMENT),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q35|Q34|Q36|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2dXw8k0AdqQU1dF,Default Response Set,Anonymous,,,37.142.136.170,0,15/12/2015 11:33,15/12/2015 11:37,1,5335266,1,10.792,18.774,19.597,3,1,3,2,4,6.795,25.103,26.119,6,1,2,1,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.282,7.282,8.129,1,5,3.758,3.758,4.534,1,5,2.189,2.189,2.936,1,1,4.843,30.932,33.483,10,1,,2,2,3,4,1,5,4,1,3,,4.49,25.076,44.464,6,3,2,1,3,1,,,,,,,,,,,5.422,17.729,18.562,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.44,38.519,55.907,10,1,21,4,4,2,רמת השרון,2,1,את מידת שביעות הרצון של אזרחי המדינה מתשתיות לאומיות,3.239,10.433,11.095,3,1,9,6,Figures (TREATMENT),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q36|Q35|Q37|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.165802,34.83670044,-1
R_24PlflDT0krwSFj,Default Response Set,Anonymous,,,87.69.205.208,0,15/12/2015 11:29,15/12/2015 11:40,1,5341469,1,24.341,172.071,173.43,3,1,4,4,5,10.577,46.592,48.789,6,1,1,1,1,5,2,1,16.048,16.048,17.696,1,5,5.663,5.663,6.719,1,5,5.287,5.287,6.86,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.787,68.313,73.558,9,1,,4,3,3,4,1,8,8,1,8,,5.42,43.535,83.03,7,3,2,3,1,1,,,,,,,,,,,6.345,29.933,31.305,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,7.745,46.427,131.489,8,1,44,3,1,1,ראשון לציון,1,1,שאלון זה בודק האם הציבור מרוצה ומאמין לנותני השירות הציבורי,17.163,30.919,31.915,3,1,8,3,Figures (CONTROL),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q35|Q34|Q36|Q37|Q30|Q31|Q32|Q38|Q39|Q40,31.96420288,34.80439758,-1
R_27rLRjsSIxxSDxq,Default Response Set,Anonymous,,,80.178.136.188,0,15/12/2015 11:04,15/12/2015 11:42,1,5331159,1,76.608,82.238,89.814,3,1,2,2,2,4.066,14.454,15.387,5,1,2,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.666,2.666,3.933,1,2,8.129,8.129,9.942,1,4,1.811,1.811,2.952,1,1,6.674,6.674,10.389,1,1,,4,4,4,3,1,1,1,1,4,2,21.471,44.803,46.592,6,3,2,3,1,1,1,,,,,,,,,,3.583,45.563,47.638,5,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,40.686,81.584,104.465,9,1,35,8,4,1,הרצליה,2,1,את רמת השירות של משרדים ממשלתיים,15.453,18.003,20.309,2,1,3,3,Figures (TREATMENT),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q36|Q35|Q34|Q37|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_WuPyIC0Ftq0ig0x,Default Response Set,Anonymous,,,147.237.70.62,0,15/12/2015 11:35,15/12/2015 11:43,1,5342900,1,11.022,21.349,22.325,3,1,4,4,4,2.074,3.914,5.079,2,1,4,5,4,5,2,1,12.171,12.171,13.374,1,2,5.052,5.052,7.101,1,3,8.486,8.486,9.326,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.213,35.387,36.44,10,1,,2,1,2,2,1,3,5,1,7,7,4.201,29.456,52.31,5,3,2,3,3,3,,,,,,,,,,,9.411,46.138,47.2,6,1,,,,,,,1,,,1,,,,,,,,,1,1,,,,,,,1,3.665,63.973,130.113,8,1,30,5,2,1,מודיעין עילית,2,1,כמה אמון ושביעות רצון יש מגופים משפיעים בארץ,105.053,118.524,119.107,3,1,10,1,Figures (CONTROL),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q34|Q37|Q35|Q36|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_1jk5r74spgUxYUf,Default Response Set,Anonymous,,,217.65.35.2,0,15/12/2015 11:27,15/12/2015 11:48,1,5342048,1,9.585,20.888,21.657,4,1,4,4,6,4.438,27.1,28.697,7,1,3,3,3,8,2,,,,,,,,,,,,,,,,,1,4.407,4.407,6.107,1,1,4.77,4.77,5.818,1,3,4.675,4.675,6.285,1,4,,,,,,,,,,,,,,,,,6.343,39.317,40.564,9,1,,7,8,8,8,1,7,6,1,7,6,2.9,19.868,43.266,5,1,6,2,1,1,,,,,,,,,,,977.5,992.724,993.625,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,5.326,67.01,72.427,11,1,33,8,5,2,גבעתיים,2,1,שביעות רצון מהשרות שניתן על ידי גופי התשתיות במדינה,7.98,16.791,17.365,5,1,8,3,Figures (PLACEBO),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q37|Q36|Q34|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2c1LIXKsGLz2hyo,Default Response Set,Anonymous,,,109.64.191.160,0,15/12/2015 11:42,15/12/2015 11:48,1,5342862,1,11.117,30.952,32.935,5,1,3,5,4,12.661,44.29,46.978,5,1,3,3,3,8,2,,,,,,,,,,,,,,,,,1,4.529,4.529,29.651,1,2,6.191,6.191,6.996,1,5,5.527,5.527,7.14,1,3,,,,,,,,,,,,,,,,,7.044,7.044,9.677,1,1,,5,5,6,5,1,3,3,1,4,4,7.328,31.7,54.893,7,2,1,3,1,1,,,,,,,,,,,15.893,26.256,27.898,3,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,5.299,46.833,59.188,10,1,28,7,2,2,ראשון לציון,2,1,שביעות רצון מהתשתיות בארץ,8.912,15.904,16.974,2,1,9,4,Figures (PLACEBO),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q36|Q35|Q34|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2SugcNDzMQMn9FT,Default Response Set,Anonymous,,,82.81.160.69,0,15/12/2015 11:59,15/12/2015 12:08,1,5342255,1,41.223,51.309,52.282,3,1,3,3,2,6.943,34.246,35.553,6,1,2,2,3,5,3,,,,,,,,,,,,,,,,,1,4.988,4.988,7.248,1,2,8.722,8.722,9.778,1,3,5.809,5.809,8.005,1,3,,,,,,,,,,,,,,,,,109.695,144.613,146.449,8,1,,4,4,4,3,1,3,2,1,3,4,7.75,7.75,9.943,1,3,1,1,1,1,1,,,,,,,,,,7.01,40.373,41.696,6,1,,,,,,,,,1,1,,,,,,,,1,,1,,,,,,,1,4.628,4.628,9.912,1,1,42,4,4,1,רמת גן ,2,1,,11.168,33.31,35.29,2,1,9,4,Figures (PLACEBO),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_3lGLHNlL4vgJXrS,Default Response Set,Anonymous,,,82.166.130.162,0,15/12/2015 12:05,15/12/2015 12:09,1,5343275,1,9.326,16.678,17.632,3,1,4,5,5,3.51,21.489,22.644,7,1,2,2,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.808,45.674,47.093,5,2,4.62,4.62,5.66,1,3,3.402,3.917,5.211,2,1,6.237,28.205,30.013,10,1,,7,6,7,7,1,7,5,1,4,,4.883,25.146,25.836,9,1,6,1,2,2,,1,,,,,,,,,3.706,23.241,24.356,9,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,6.376,41.683,43.364,11,1,26,7,2,2,ראשון לציון ,2,1,,3.776,7.623,8.987,2,1,7,3,Figures (TREATMENT),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q36|Q34|Q37|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1kH3zXGhwTm6MXz,Default Response Set,Anonymous,,,212.235.68.248,0,15/12/2015 12:09,15/12/2015 12:12,1,5344980,1,2.542,4.941,6.363,3,1,3,5,3,0.8,15.246,16.291,6,1,5,5,4,8,5,,,,,,,,,,,,,,,,,1,3.851,3.851,7.363,1,2,8.289,8.289,9.4,1,3,3.925,3.925,5.482,1,1,,,,,,,,,,,,,,,,,3.107,3.107,3.969,1,1,,5,6,5,5,1,4,6,1,7,7,8.357,26.98,27.974,10,2,3,2,2,2,,,1,,,,,1,1,,3.42,14.301,15.364,7,2,,,,,,1,,,,2,,,,1,,,1,,,2,,,,,,1,,5.121,30.244,32.207,7,1,31,4,4,2,נס ציונה,2,1,,2.165,4.025,5.482,2,1,6,6,Figures (PLACEBO),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q37|Q36|Q35|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2bOG6QmHtxJI12q,Default Response Set,Anonymous,,,109.67.192.18,0,15/12/2015 12:05,15/12/2015 12:13,1,5331298,1,11.531,29.011,32.083,3,1,3,4,6,18.855,55.532,57.637,6,1,2,3,2,3,2,1,21.926,21.926,25.079,1,2,12.376,12.376,14.915,1,3,4.545,4.545,7.215,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.679,54.186,56.074,8,1,,4,4,4,3,1,5,5,1,10,10,7.561,40.912,44.484,6,3,1,3,1,1,,1,,,,,,,,,6.117,38.701,42.179,3,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,6.76,76.395,127.295,8,1,51,4,2,1,הוד השרון,2,1,עם אנחנו מרוצים מחברות צבוריות,20.224,28.411,31.059,2,1,9,1,Figures (CONTROL),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q34|Q37|Q35|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_PFq0KXQjZK07Tjj,Default Response Set,Anonymous,,,192.118.30.102,0,15/12/2015 11:21,15/12/2015 12:14,1,5330915,1,12.711,28.239,29.499,3,1,5,5,6,16.985,63.129,64.157,10,1,3,3,5,4,5,,,,,,,,,,,,,,,,,1,6.207,6.207,7.72,1,2,6.499,6.499,8.016,1,2,5.187,5.187,6.422,1,4,,,,,,,,,,,,,,,,,15.231,55.113,55.834,8,1,,6,5,6,8,1,7,7,1,7,7,7.579,1808.215,1810.444,7,3,2,3,2,2,,1,,,,,,,,,6.884,35.964,37.049,6,2,1,,,,,,,,,1,,,,,,,,,1,1,,,,,,,1,7.666,40.325,82.385,9,1,34,4,1,2,נתניה,2,1,שביעות רצון מתשתיות בישראל,11.487,1063.712,1064.461,2,1,10,3,Figures (PLACEBO),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q36|Q34|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_ekz37HCKIp4e5eF,Default Response Set,Anonymous,,,109.67.192.18,0,15/12/2015 12:14,15/12/2015 12:18,1,5335684,1,15.977,29.401,31.492,3,1,3,5,7,11.066,44.455,46.016,5,1,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.033,3.033,4.656,1,2,5.695,5.695,7.941,1,3,4.394,4.394,6.36,1,1,6.85,36.22,37.897,8,1,,4,4,4,3,1,5,5,1,10,10,6.214,27.262,28.351,6,3,1,3,1,1,,1,,,,,,,,,6.169,19.409,20.601,4,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,7.216,34.239,51.287,8,1,51,4,2,1,הוד השרון,2,1,מרוצים משרותים ממשלתים,19.54,23.604,24.964,2,1,8,1,Figures (TREATMENT),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q35|Q34|Q36|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1NmDiynwvHakfUY,Default Response Set,Anonymous,,,37.19.115.4,0,15/12/2015 12:25,15/12/2015 12:30,1,5341325,1,8.799,16.559,18.614,3,1,4,3,6,4.036,30.26,31.235,7,1,5,5,5,8,3,,,,,,,,,,,,,,,,,1,3.16,3.16,4.297,1,2,7.751,7.751,9.6,1,3,2.306,2.306,3.219,1,4,,,,,,,,,,,,,,,,,7.173,42.041,43.114,12,1,,3,5,7,6,1,7,7,1,8,9,5.977,42.721,43.439,7,1,6,1,1,2,,,1,,,,,,,,2.712,18.52,19.566,8,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,1.496,47.375,76.18,10,1,28,6,1,2,ראשון לציון ,1,1,"מה חושב הציבור על הכלכלה,והתשתיות בארץ",6.275,8.913,10.146,3,1,7,7,Figures (PLACEBO),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q34|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_u4gH1Fu7RfBmBWN,Default Response Set,Anonymous,,,194.56.215.66,0,15/12/2015 12:28,15/12/2015 12:31,1,5341550,1,4.604,7.572,8.305,4,1,3,3,4,4.097,15.736,16.71,8,1,1,2,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,2,4.77,4.77,5.595,1,1,4.287,4.287,5.241,1,1,3.16,3.16,5.5,1,1,,7,5,4,7,1,6,7,1,4,,2.821,21.478,22.442,8,1,1,1,2,1,1,,1,,1,,,,,,2.448,27.088,28.075,7,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1.534,22.445,24.529,8,1,40,3,5,1,מודיעין מכבים,1,1,,1.211,5.5,6.189,7,1,5,5,Figures (TREATMENT),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q36|Q37|Q35|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1Dvu0ZBBNQlalOY,Default Response Set,Anonymous,,,80.178.195.147,0,15/12/2015 12:29,15/12/2015 12:36,1,5342889,1,14.155,29.245,30.017,3,1,1,5,4,4.527,180.267,181.098,5,1,4,4,4,5,5,1,5.161,9.314,10.206,2,1,2.036,2.036,4.89,1,3,5.236,5.236,6.248,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.605,9.49,10.963,5,1,,1,1,1,1,1,6,6,1,6,,6.134,51.491,52.397,7,1,5,1,1,1,1,,,,,,,,,,5.885,28.48,30.606,3,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,4.503,42.363,52.283,8,1,31,5,3,2,ראשון לציון,2,1,,11.811,19.277,20.055,3,1,5,5,Figures (CONTROL),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q35|Q34|Q37|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1HbmSU6d54uBBhp,Default Response Set,Anonymous,,,192.114.167.10,0,15/12/2015 12:32,15/12/2015 12:39,1,5342341,1,8.916,20.422,21.683,4,1,4,3,6,6.803,19.592,20.6,5,1,4,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.864,4.864,6.328,1,2,8.764,8.764,10.209,1,5,4.894,4.894,5.927,1,3,3.722,3.722,7.204,1,1,,7,8,5,6,1,6,8,1,7,4,5.05,34.707,35.787,6,1,6,1,1,1,1,,,,,,,,,,5.626,43.827,45.346,6,1,,,,,,,,1,,1,,,,,,,,,1,1,,,,,,,1,3.315,168.099,177.469,11,1,46,4,2,1,ראשון לציון,2,1,איכות החיים,6.337,11.116,12.538,2,1,7,5,Figures (TREATMENT),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q34|Q37|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2WII8CbLZOhXjnc,Default Response Set,Anonymous,,,84.228.196.209,0,15/12/2015 12:32,15/12/2015 12:39,1,5341492,1,14.973,46.396,47.668,6,1,2,4,1,7.125,47.227,48.596,6,1,1,1,1,6,5,1,4.401,4.401,5.72,1,2,8.993,8.993,10.006,1,2,5.365,5.365,6.403,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.946,50.43,51.942,9,1,,3,1,1,1,1,6,6,1,4,3,5.54,33.707,48.699,5,2,1,3,1,1,,,,,,,,,,,6.216,26.945,27.872,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.832,53.981,56.806,8,1,39,7,4,1,ראשון,1,1,,42.84,50.04,54.901,2,1,8,2,Figures (CONTROL),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_3g5b9NzXLGDVa1V,Default Response Set,Anonymous,,,79.178.133.184,0,15/12/2015 12:32,15/12/2015 12:39,1,5342412,1,11.393,23.832,25.219,3,1,3,3,5,14.481,39.455,41.288,6,1,3,4,3,6,5,,,,,,,,,,,,,,,,,1,7.766,7.766,9.434,1,5,4.614,4.614,5.859,1,5,13.29,13.29,14.408,1,5,,,,,,,,,,,,,,,,,12.185,62.992,64.74,10,1,,7,7,7,5,1,7,7,1,9,9,5.371,49.067,50.324,6,3,1,3,1,1,1,,,,,,,,,,5.58,39.461,40.843,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,8.104,68.851,107.363,8,1,56,7,1,1,מודיעין,2,1,מצב סוציואקונומי ומרוצות מגופים שונים,12.553,21.217,26.613,2,1,7,1,Figures (PLACEBO),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q35|Q34|Q36|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_UFNvY44yOgnCPMB,Default Response Set,Anonymous,,,192.114.5.10,0,15/12/2015 12:40,15/12/2015 12:44,1,5344946,1,6.261,16.228,17.138,3,1,2,4,6,5.801,24.767,25.55,5,1,2,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.879,2.879,3.839,1,1,4.049,4.049,4.921,1,5,1.735,1.735,2.455,1,1,3.756,27.239,28.297,10,1,,7,8,8,8,1,3,4,1,5,,5.978,22.674,42.085,5,1,6,2,2,2,,,,,,,,,,,5.505,24.729,25.451,8,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,6.901,32.58,43.882,11,1,28,7,2,2,ראשון לציון,2,1,איכות השירותים הציבוריים במדינה,7.4,14.71,15.382,2,1,9,7,Figures (TREATMENT),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q35|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.01139832,34.77220154,-1
R_211m6yLNcyBiFwB,Default Response Set,Anonymous,,,194.31.58.8,0,15/12/2015 12:40,15/12/2015 12:46,1,5341314,1,5.144,15.619,16.668,4,1,1,2,1,4.493,18.881,19.933,5,1,3,2,3,8,2,,,,,,,,,,,,,,,,,1,2.48,2.48,3.421,1,2,3.767,3.767,5.648,1,3,3.475,3.475,4.602,1,1,,,,,,,,,,,,,,,,,4.888,28.079,28.717,9,1,,3,2,3,3,1,3,1,1,1,1,2.847,41.472,47.736,8,1,6,1,1,1,,,,,,,,,,,2.579,52.661,53.479,7,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,3.291,47.095,93.026,10,1,28,7,4,1,ראשלצ,1,1,דעה בנושאים הנשאלו בשאלון אל מול בקיעות בהם,15.152,20.254,20.821,2,1,9,2,Figures (PLACEBO),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q34|Q37|Q35|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
